language,sent_id,tok_id,token,upos,lemma
en,1708,7,'s,PART,'s
en,1708,8,robes,NOUN,robe
en,1708,9,;,PUNCT,;
en,1708,10,he,PRON,he
en,1708,11,was,AUX,be
en,1708,12,sitting,VERB,sit
en,1708,13,on,ADP,on
en,1708,14,a,DET,a
en,1708,15,lofty,ADJ,lofty
en,1708,16,throne,NOUN,throne
en,1708,17,gilded,VERB,gild
en,1708,18,in,ADP,in
en,1708,19,a,DET,a
en,1708,20,way,NOUN,way
en,1708,21,that,PRON,that
en,1708,22,shone,VERB,shine
en,1708,23,forth,ADP,forth
en,1708,24,from,ADP,from
en,1708,25,the,DET,the
en,1708,26,picture,NOUN,picture
en,1708,27,.,PUNCT,.
en,1759,0,She,PRON,she
en,1759,1,would,AUX,would
en,1759,2,n't,PART,not
en,1759,3,try,VERB,try
en,1759,4,to,PART,to
en,1759,5,persuade,VERB,persuade
en,1759,6,me,PRON,I
en,1759,7,to,PART,to
en,1759,8,be,AUX,be
en,1759,9,less,ADV,less
en,1759,10,unyielding,ADJ,unyielding
en,1759,11,.,PUNCT,.
en,1759,12,"""",PUNCT,""""
en,1774,0,she,PRON,she
en,1774,1,exclaimed,VERB,exclaim
en,1774,2,from,ADP,from
en,1774,3,time,NOUN,time
en,1774,4,to,ADP,to
en,1774,5,time,NOUN,time
en,1774,6,.,PUNCT,.
en,1805,0,Most,ADV,most
en,1805,1,importantly,ADV,importantly
en,1805,2,",",PUNCT,","
en,1805,3,he,PRON,he
en,1805,4,had,AUX,have
en,1805,5,asked,VERB,ask
en,1805,6,him,PRON,he
en,1805,7,hardly,ADV,hardly
en,1805,8,any,PRON,any
en,1805,9,questions,NOUN,question
en,1805,10,.,PUNCT,.
en,1808,0,K.,PROPN,K.
en,1808,1,had,VERB,have
en,1808,2,the,DET,the
en,1808,3,feeling,NOUN,feeling
en,1808,4,that,SCONJ,that
en,1808,5,he,PRON,he
en,1808,6,would,AUX,would
en,1808,7,be,AUX,be
en,1808,8,able,ADJ,able
en,1808,9,to,PART,to
en,1808,10,ask,VERB,ask
en,1808,11,all,DET,all
en,1808,12,the,DET,the
en,1808,13,questions,NOUN,question
en,1808,14,needed,VERB,need
en,1808,15,here,ADV,here
en,1808,16,himself,PRON,himself
en,1808,17,.,PUNCT,.
en,1819,0,If,SCONJ,if
en,1819,1,the,DET,the
en,1819,2,applicant,NOUN,applicant
en,1819,3,becomes,VERB,become
en,1819,4,insistent,ADJ,insistent
en,1819,5,",",PUNCT,","
en,1819,6,then,ADV,then
en,1819,7,they,PRON,they
en,1819,8,add,VERB,add
en,1819,9,that,SCONJ,that
en,1819,10,before,SCONJ,before
en,1819,11,they,PRON,they
en,1819,12,come,VERB,come
en,1819,13,to,ADP,to
en,1819,14,any,DET,any
en,1819,15,decision,NOUN,decision
en,1819,16,",",PUNCT,","
en,1819,17,as,ADV,as
en,1819,18,soon,ADV,soon
en,1819,19,as,SCONJ,as
en,1819,20,all,DET,all
en,1819,21,the,DET,the
en,1819,22,material,NOUN,material
en,1819,23,has,AUX,have
en,1819,24,been,AUX,be
en,1819,25,brought,VERB,bring
en,1819,26,together,ADV,together
en,1819,27,",",PUNCT,","
en,1819,28,with,ADP,with
en,1819,29,due,ADJ,due
en,1819,30,regard,NOUN,regard
en,1819,31,",",PUNCT,","
en,1819,32,of,ADP,of
en,1819,33,course,NOUN,course
en,1819,34,",",PUNCT,","
en,1819,35,to,ADP,to
en,1819,36,all,DET,all
en,1819,37,the,DET,the
en,1819,38,documents,NOUN,document
en,1819,39,",",PUNCT,","
en,1819,40,then,ADV,then
en,1819,41,these,DET,these
en,1819,42,first,ADJ,first
en,1819,43,documents,NOUN,document
en,1819,44,to,PART,to
en,1819,45,have,AUX,have
en,1819,46,been,AUX,be
en,1819,47,submitted,VERB,submit
en,1819,48,will,AUX,will
en,1819,49,also,ADV,also
en,1819,50,be,AUX,be
en,1819,51,checked,VERB,check
en,1819,52,over,ADP,over
en,1819,53,.,PUNCT,.
en,1835,0,It,PRON,it
en,1835,1,'s,AUX,be
en,1835,2,no,DET,no
en,1835,3,exaggeration,NOUN,exaggeration
en,1835,4,when,SCONJ,when
en,1835,5,lawyers,NOUN,lawyer
en,1835,6,say,VERB,say
en,1835,7,that,SCONJ,that
en,1835,8,conditions,NOUN,condition
en,1835,9,like,ADP,like
en,1835,10,that,PRON,that
en,1835,11,are,AUX,be
en,1835,12,a,DET,a
en,1835,13,disgrace,NOUN,disgrace
en,1835,14,.,PUNCT,.
en,1838,0,They,PRON,they
en,1838,1,want,VERB,want
en,1838,2,",",PUNCT,","
en,1838,3,as,ADV,as
en,1838,4,far,ADV,far
en,1838,5,as,ADP,as
en,1838,6,possible,ADJ,possible
en,1838,7,",",PUNCT,","
en,1838,8,to,PART,to
en,1838,9,prevent,VERB,prevent
en,1838,10,any,DET,any
en,1838,11,kind,NOUN,kind
en,1838,12,of,ADP,of
en,1838,13,defence,NOUN,defence
en,1838,14,",",PUNCT,","
en,1838,15,everything,PRON,everything
en,1838,16,should,AUX,should
en,1838,17,be,AUX,be
en,1838,18,made,VERB,make
en,1838,19,the,DET,the
en,1838,20,responsibility,NOUN,responsibility
en,1838,21,of,ADP,of
en,1838,22,the,DET,the
en,1838,23,accused,VERB,accuse
en,1838,24,.,PUNCT,.
en,1885,0,The,DET,the
en,1885,1,only,ADJ,only
en,1885,2,right,ADJ,right
en,1885,3,thing,NOUN,thing
en,1885,4,to,PART,to
en,1885,5,do,VERB,do
en,1885,6,is,AUX,be
en,1885,7,to,PART,to
en,1885,8,learn,VERB,learn
en,1885,9,how,SCONJ,how
en,1885,10,to,PART,to
en,1885,11,deal,VERB,deal
en,1885,12,with,ADP,with
en,1885,13,the,DET,the
en,1885,14,situation,NOUN,situation
en,1885,15,as,SCONJ,as
en,1885,16,it,PRON,it
en,1885,17,is,AUX,be
en,1885,18,.,PUNCT,.
en,1887,0,Never,ADV,never
en,1887,1,attract,VERB,attract
en,1887,2,attention,NOUN,attention
en,1887,3,to,ADP,to
en,1887,4,yourself,PRON,yourself
en,1887,5,!,PUNCT,!
en,1901,0,Lawyers,NOUN,lawyer
en,1901,1,are,AUX,be
en,1901,2,especially,ADV,especially
en,1901,3,vulnerable,ADJ,vulnerable
en,1901,4,to,ADP,to
en,1901,5,fits,NOUN,fit
en,1901,6,of,ADP,of
en,1901,7,depression,NOUN,depression
en,1901,8,of,ADP,of
en,1901,9,that,DET,that
en,1901,10,sort,NOUN,sort
en,1901,11,--,PUNCT,--
en,1901,12,and,CCONJ,and
en,1901,13,they,PRON,they
en,1901,14,are,AUX,be
en,1901,15,no,ADV,no
en,1901,16,more,ADJ,more
en,1901,17,than,ADP,than
en,1901,18,fits,NOUN,fit
en,1901,19,of,ADP,of
en,1901,20,depression,NOUN,depression
en,1901,21,of,ADP,of
en,1901,22,course,NOUN,course
en,1901,23,--,PUNCT,--
en,1901,24,when,SCONJ,when
en,1901,25,a,DET,a
en,1901,26,case,NOUN,case
en,1901,27,is,AUX,be
en,1901,28,suddenly,ADV,suddenly
en,1901,29,taken,VERB,take
en,1901,30,out,ADP,out
en,1901,31,of,ADP,of
en,1901,32,their,PRON,their
en,1901,33,hands,NOUN,hand
en,1901,34,after,SCONJ,after
en,1901,35,they,PRON,they
en,1901,36,'ve,AUX,have
en,1901,37,been,AUX,be
en,1901,38,conducting,VERB,conduct
en,1901,39,it,PRON,it
en,1901,40,satisfactorily,ADV,satisfactorily
en,1901,41,for,ADP,for
en,1901,42,some,DET,some
en,1901,43,time,NOUN,time
en,1901,44,.,PUNCT,.
en,1912,0,As,SCONJ,as
en,1912,1,he,PRON,he
en,1912,2,had,AUX,have
en,1912,3,said,VERB,say
en,1912,4,",",PUNCT,","
en,1912,5,the,DET,the
en,1912,6,time,NOUN,time
en,1912,7,for,ADP,for
en,1912,8,submitting,VERB,submit
en,1912,9,documents,NOUN,document
en,1912,10,was,AUX,be
en,1912,11,still,ADV,still
en,1912,12,in,ADP,in
en,1912,13,the,DET,the
en,1912,14,future,NOUN,future
en,1912,15,and,CCONJ,and
en,1912,16,there,PRON,there
en,1912,17,was,VERB,be
en,1912,18,no,DET,no
en,1912,19,rush,NOUN,rush
en,1912,20,to,PART,to
en,1912,21,prepare,VERB,prepare
en,1912,22,them,PRON,they
en,1912,23,",",PUNCT,","
en,1912,24,it,PRON,it
en,1912,25,was,AUX,be
en,1912,26,much,ADV,much
en,1912,27,more,ADV,more
en,1912,28,important,ADJ,important
en,1912,29,to,PART,to
en,1912,30,start,VERB,start
en,1912,31,the,DET,the
en,1912,32,initial,ADJ,initial
en,1912,33,discussions,NOUN,discussion
en,1912,34,with,ADP,with
en,1912,35,the,DET,the
en,1912,36,appropriate,ADJ,appropriate
en,1912,37,officials,NOUN,official
en,1912,38,",",PUNCT,","
en,1912,39,and,CCONJ,and
en,1912,40,they,PRON,they
en,1912,41,had,AUX,have
en,1912,42,already,ADV,already
en,1912,43,taken,VERB,take
en,1912,44,place,NOUN,place
en,1912,45,.,PUNCT,.
en,1914,0,It,PRON,it
en,1914,1,was,AUX,be
en,1914,2,much,ADV,much
en,1914,3,better,ADJ,well
en,1914,4,not,PART,not
en,1914,5,to,PART,to
en,1914,6,give,VERB,give
en,1914,7,away,ADP,away
en,1914,8,any,DET,any
en,1914,9,details,NOUN,detail
en,1914,10,before,ADP,before
en,1914,11,their,PRON,their
en,1914,12,time,NOUN,time
en,1914,13,",",PUNCT,","
en,1914,14,as,SCONJ,as
en,1914,15,in,ADP,in
en,1914,16,that,DET,that
en,1914,17,way,NOUN,way
en,1914,18,K.,PROPN,K.
en,1914,19,could,AUX,could
en,1914,20,only,ADV,only
en,1914,21,be,AUX,be
en,1914,22,influenced,VERB,influence
en,1914,23,unfavourably,ADV,unfavourably
en,1914,24,and,CCONJ,and
en,1914,25,his,PRON,his
en,1914,26,hopes,NOUN,hope
en,1914,27,might,AUX,might
en,1914,28,be,AUX,be
en,1914,29,raised,VERB,raise
en,1914,30,or,CCONJ,or
en,1914,31,he,PRON,he
en,1914,32,might,AUX,might
en,1914,33,be,AUX,be
en,1914,34,made,VERB,make
en,1914,35,too,ADV,too
en,1914,36,anxious,ADJ,anxious
en,1914,37,",",PUNCT,","
en,1914,38,better,ADJ,well
en,1914,39,just,ADV,just
en,1914,40,to,PART,to
en,1914,41,say,VERB,say
en,1914,42,that,SCONJ,that
en,1914,43,some,DET,some
en,1914,44,individuals,NOUN,individual
en,1914,45,have,AUX,have
en,1914,46,spoken,VERB,speak
en,1914,47,very,ADV,very
en,1914,48,favourably,ADV,favourably
en,1914,49,and,CCONJ,and
en,1914,50,shown,VERB,show
en,1914,51,themselves,PRON,themselves
en,1914,52,very,ADV,very
en,1914,53,willing,ADJ,willing
en,1914,54,to,PART,to
en,1914,55,help,VERB,help
en,1914,56,",",PUNCT,","
en,1914,57,although,SCONJ,although
en,1914,58,others,NOUN,other
en,1914,59,have,AUX,have
en,1914,60,spoken,VERB,speak
en,1914,61,less,ADV,less
en,1914,62,favourably,ADV,favourably
en,1914,63,",",PUNCT,","
en,1914,64,but,CCONJ,but
en,1914,65,even,ADV,even
en,1914,66,they,PRON,they
en,1914,67,have,AUX,have
en,1914,68,not,PART,not
en,1914,69,in,ADP,in
en,1914,70,any,DET,any
en,1914,71,way,NOUN,way
en,1914,72,refused,VERB,refuse
en,1914,73,to,PART,to
en,1914,74,help,VERB,help
en,1914,75,.,PUNCT,.
en,1921,0,If,SCONJ,if
en,1921,1,K.,PROPN,K.
en,1921,2,",",PUNCT,","
en,1921,3,stupefied,VERB,stupefy
en,1921,4,from,ADP,from
en,1921,5,all,DET,all
en,1921,6,this,DET,this
en,1921,7,talking,NOUN,talking
en,1921,8,",",PUNCT,","
en,1921,9,ever,ADV,ever
en,1921,10,pointed,VERB,point
en,1921,11,out,ADP,out
en,1921,12,that,SCONJ,that
en,1921,13,even,ADV,even
en,1921,14,considering,VERB,consider
en,1921,15,all,DET,all
en,1921,16,these,DET,these
en,1921,17,difficulties,NOUN,difficulty
en,1921,18,progress,NOUN,progress
en,1921,19,was,AUX,be
en,1921,20,very,ADV,very
en,1921,21,slow,ADJ,slow
en,1921,22,",",PUNCT,","
en,1921,23,the,DET,the
en,1921,24,lawyer,NOUN,lawyer
en,1921,25,would,AUX,would
en,1921,26,object,VERB,object
en,1921,27,that,DET,that
en,1921,28,progress,NOUN,progress
en,1921,29,was,AUX,be
en,1921,30,not,PART,not
en,1921,31,slow,ADJ,slow
en,1921,32,at,ADV,at
en,1921,33,all,ADV,all
en,1921,34,",",PUNCT,","
en,1921,35,but,CCONJ,but
en,1921,36,that,SCONJ,that
en,1921,37,they,PRON,they
en,1921,38,might,AUX,might
en,1921,39,have,AUX,have
en,1921,40,progressed,VERB,progress
en,1921,41,far,ADV,far
en,1921,42,further,ADV,far
en,1921,43,if,SCONJ,if
en,1921,44,K.,PROPN,K.
en,1921,45,had,AUX,have
en,1921,46,come,VERB,come
en,1921,47,to,ADP,to
en,1921,48,him,PRON,he
en,1921,49,at,ADP,at
en,1921,50,the,DET,the
en,1921,51,right,ADJ,right
en,1921,52,time,NOUN,time
en,1921,53,.,PUNCT,.
en,1926,0,The,DET,the
en,1926,1,lawyer,NOUN,lawyer
en,1926,2,drank,VERB,drink
en,1926,3,.,PUNCT,.
en,1966,0,K.,PROPN,K.
en,1966,1,was,AUX,be
en,1966,2,very,ADV,very
en,1966,3,embarrassed,ADJ,embarrassed
en,1966,4,",",PUNCT,","
en,1966,5,although,SCONJ,although
en,1966,6,the,DET,the
en,1966,7,deputy,NOUN,deputy
en,1966,8,director,NOUN,director
en,1966,9,",",PUNCT,","
en,1966,10,of,ADP,of
en,1966,11,course,NOUN,course
en,1966,12,",",PUNCT,","
en,1966,13,was,AUX,be
en,1966,14,not,PART,not
en,1966,15,laughing,VERB,laugh
en,1966,16,at,ADP,at
en,1966,17,K.,PROPN,K.
en,1966,18,'s,PART,'s
en,1966,19,documents,NOUN,document
en,1966,20,",",PUNCT,","
en,1966,21,which,PRON,which
en,1966,22,he,PRON,he
en,1966,23,knew,VERB,know
en,1966,24,nothing,PRON,nothing
en,1966,25,about,ADP,about
en,1966,26,",",PUNCT,","
en,1966,27,but,CCONJ,but
en,1966,28,at,ADP,at
en,1966,29,a,DET,a
en,1966,30,joke,NOUN,joke
en,1966,31,he,PRON,he
en,1966,32,had,AUX,have
en,1966,33,just,ADV,just
en,1966,34,heard,VERB,hear
en,1966,35,about,ADP,about
en,1966,36,the,DET,the
en,1966,37,stock,NOUN,stock
en,1966,38,-,PUNCT,-
en,1966,39,exchange,NOUN,exchange
en,1966,40,",",PUNCT,","
en,1966,41,a,DET,a
en,1966,42,joke,NOUN,joke
en,1966,43,which,PRON,which
en,1966,44,needed,VERB,need
en,1966,45,an,DET,an
en,1966,46,illustration,NOUN,illustration
en,1966,47,if,SCONJ,if
en,1966,48,it,PRON,it
en,1966,49,was,AUX,be
en,1966,50,to,PART,to
en,1966,51,be,AUX,be
en,1966,52,understood,VERB,understand
en,1966,53,",",PUNCT,","
en,1966,54,and,CCONJ,and
en,1966,55,now,ADV,now
en,1966,56,the,DET,the
en,1966,57,deputy,NOUN,deputy
en,1966,58,director,NOUN,director
en,1966,59,leant,VERB,lean
en,1966,60,over,ADP,over
en,1966,61,K.,PROPN,K.
en,1966,62,'s,PART,'s
en,1966,63,desk,NOUN,desk
en,1966,64,",",PUNCT,","
en,1966,65,took,VERB,take
en,1966,66,his,PRON,his
en,1966,67,pencil,NOUN,pencil
en,1966,68,from,ADP,from
en,1966,69,his,PRON,his
en,1966,70,hand,NOUN,hand
en,1966,71,",",PUNCT,","
en,1966,72,and,CCONJ,and
en,1966,73,drew,VERB,draw
en,1966,74,the,DET,the
en,1966,75,illustration,NOUN,illustration
en,1966,76,on,ADP,on
en,1966,77,the,DET,the
en,1966,78,writing,NOUN,writing
en,1966,79,pad,NOUN,pad
en,1966,80,that,PRON,that
en,1966,81,K.,PROPN,K.
en,1966,82,had,AUX,have
en,1966,83,intended,VERB,intend
en,1966,84,for,ADP,for
en,1966,85,his,PRON,his
en,1966,86,ideas,NOUN,idea
en,1966,87,about,ADP,about
en,1966,88,his,PRON,his
en,1966,89,case,NOUN,case
en,1966,90,.,PUNCT,.
en,1967,0,K.,PROPN,K.
en,1967,1,now,ADV,now
en,1967,2,had,VERB,have
en,1967,3,no,DET,no
en,1967,4,more,ADJ,more
en,1967,5,thoughts,NOUN,thought
en,1967,6,of,ADP,of
en,1967,7,shame,NOUN,shame
en,1967,8,",",PUNCT,","
en,1967,9,the,DET,the
en,1967,10,documents,NOUN,document
en,1967,11,had,VERB,have
en,1967,12,to,PART,to
en,1967,13,be,AUX,be
en,1967,14,prepared,VERB,prepare
en,1967,15,and,CCONJ,and
en,1967,16,submitted,VERB,submit
en,1967,17,.,PUNCT,.
en,1969,0,If,SCONJ,if
en,1969,1,the,DET,the
en,1969,2,nights,NOUN,night
en,1969,3,were,AUX,be
en,1969,4,n't,PART,not
en,1969,5,enough,ADJ,enough
en,1969,6,he,PRON,he
en,1969,7,would,AUX,would
en,1969,8,have,VERB,have
en,1969,9,to,PART,to
en,1969,10,take,VERB,take
en,1969,11,a,DET,a
en,1969,12,holiday,NOUN,holiday
en,1969,13,.,PUNCT,.
en,1992,0,Instead,ADV,instead
en,1992,1,",",PUNCT,","
en,1992,2,seeing,VERB,see
en,1992,3,the,DET,the
en,1992,4,anticipation,NOUN,anticipation
en,1992,5,on,ADP,on
en,1992,6,the,DET,the
en,1992,7,manufacturer,NOUN,manufacturer
en,1992,8,'s,PART,'s
en,1992,9,face,NOUN,face
en,1992,10,",",PUNCT,","
en,1992,11,obviously,ADV,obviously
en,1992,12,ready,ADJ,ready
en,1992,13,to,PART,to
en,1992,14,counter,VERB,counter
en,1992,15,any,DET,any
en,1992,16,objections,NOUN,objection
en,1992,17,made,VERB,make
en,1992,18,",",PUNCT,","
en,1992,19,he,PRON,he
en,1992,20,was,AUX,be
en,1992,21,sorry,ADJ,sorry
en,1992,22,to,PART,to
en,1992,23,realise,VERB,realise
en,1992,24,that,SCONJ,that
en,1992,25,the,DET,the
en,1992,26,business,NOUN,business
en,1992,27,discussion,NOUN,discussion
en,1992,28,had,VERB,have
en,1992,29,to,PART,to
en,1992,30,be,AUX,be
en,1992,31,continued,VERB,continue
en,1992,32,.,PUNCT,.
en,1997,0,Even,ADV,even
en,1997,1,when,SCONJ,when
en,1997,2,the,DET,the
en,1997,3,door,NOUN,door
en,1997,4,of,ADP,of
en,1997,5,the,DET,the
en,1997,6,manager,NOUN,manager
en,1997,7,'s,PART,'s
en,1997,8,office,NOUN,office
en,1997,9,opened,VERB,open
en,1997,10,and,CCONJ,and
en,1997,11,revealed,VERB,reveal
en,1997,12,not,PART,not
en,1997,13,very,ADV,very
en,1997,14,clearly,ADV,clearly
en,1997,15,",",PUNCT,","
en,1997,16,as,SCONJ,as
en,1997,17,if,SCONJ,if
en,1997,18,through,ADP,through
en,1997,19,a,DET,a
en,1997,20,veil,NOUN,veil
en,1997,21,",",PUNCT,","
en,1997,22,the,DET,the
en,1997,23,deputy,NOUN,deputy
en,1997,24,director,NOUN,director
en,1997,25,",",PUNCT,","
en,1997,26,he,PRON,he
en,1997,27,did,AUX,do
en,1997,28,no,PRON,no
en,1997,29,more,ADJ,more
en,1997,30,than,SCONJ,than
en,1997,31,look,VERB,look
en,1997,32,up,ADP,up
en,1997,33,weakly,ADV,weakly
en,1997,34,.,PUNCT,.
en,2015,0,It,PRON,it
en,2015,1,did,AUX,do
en,2015,2,not,PART,not
en,2015,3,enter,VERB,enter
en,2015,4,his,PRON,his
en,2015,5,head,NOUN,head
en,2015,6,to,PART,to
en,2015,7,show,VERB,show
en,2015,8,anyone,PRON,anyone
en,2015,9,else,ADV,else
en,2015,10,into,ADP,into
en,2015,11,his,PRON,his
en,2015,12,office,NOUN,office
en,2015,13,and,CCONJ,and
en,2015,14,only,ADV,only
en,2015,15,became,VERB,become
en,2015,16,vaguely,ADV,vaguely
en,2015,17,aware,ADJ,aware
en,2015,18,of,ADP,of
en,2015,19,how,SCONJ,how
en,2015,20,nice,ADJ,nice
en,2015,21,it,PRON,it
en,2015,22,was,AUX,be
en,2015,23,that,SCONJ,that
en,2015,24,the,DET,the
en,2015,25,people,NOUN,people
en,2015,26,outside,ADP,outside
en,2015,27,thought,VERB,think
en,2015,28,he,PRON,he
en,2015,29,was,AUX,be
en,2015,30,still,ADV,still
en,2015,31,negotiating,VERB,negotiate
en,2015,32,with,ADP,with
en,2015,33,the,DET,the
en,2015,34,manufacturer,NOUN,manufacturer
en,2015,35,and,CCONJ,and
en,2015,36,",",PUNCT,","
en,2015,37,for,ADP,for
en,2015,38,this,DET,this
en,2015,39,reason,NOUN,reason
en,2015,40,",",PUNCT,","
en,2015,41,he,PRON,he
en,2015,42,could,AUX,could
en,2015,43,not,PART,not
en,2015,44,let,VERB,let
en,2015,45,anyone,PRON,anyone
en,2015,46,in,ADP,in
en,2015,47,to,PART,to
en,2015,48,see,VERB,see
en,2015,49,him,PRON,he
en,2015,50,",",PUNCT,","
en,2015,51,not,PART,not
en,2015,52,even,ADV,even
en,2015,53,the,DET,the
en,2015,54,servitor,NOUN,servitor
en,2015,55,.,PUNCT,.
en,2023,0,If,SCONJ,if
en,2023,1,he,PRON,he
en,2023,2,ever,ADV,ever
en,2023,3,felt,VERB,feel
en,2023,4,tempted,VERB,tempt
en,2023,5,to,PART,to
en,2023,6,doubt,VERB,doubt
en,2023,7,this,PRON,this
en,2023,8,",",PUNCT,","
en,2023,9,then,ADV,then
en,2023,10,his,PRON,his
en,2023,11,experience,NOUN,experience
en,2023,12,with,ADP,with
en,2023,13,the,DET,the
en,2023,14,deputy,NOUN,deputy
en,2023,15,director,NOUN,director
en,2023,16,and,CCONJ,and
en,2023,17,the,DET,the
en,2023,18,manufacturer,NOUN,manufacturer
en,2023,19,that,DET,that
en,2023,20,day,NOUN,day
en,2023,21,would,AUX,would
en,2023,22,be,AUX,be
en,2023,23,quite,ADV,quite
en,2023,24,enough,ADJ,enough
en,2023,25,to,PART,to
en,2023,26,convince,VERB,convince
en,2023,27,him,PRON,he
en,2023,28,of,ADP,of
en,2023,29,it,PRON,it
en,2023,30,.,PUNCT,.
en,2039,0,No,DET,no
en,2039,1,-,NOUN,-
en,2039,2,one,NUM,one
en,2039,3,and,CCONJ,and
en,2039,4,never,ADV,never
en,2039,5,.,PUNCT,.
en,2062,0,I,PRON,I
en,2062,1,'m,AUX,be
en,2062,2,very,ADV,very
en,2062,3,sorry,ADJ,sorry
en,2062,4,if,SCONJ,if
en,2062,5,it,PRON,it
en,2062,6,'s,AUX,be
en,2062,7,something,PRON,something
en,2062,8,that,PRON,that
en,2062,9,'ll,AUX,will
en,2062,10,be,AUX,be
en,2062,11,a,DET,a
en,2062,12,burden,NOUN,burden
en,2062,13,to,ADP,to
en,2062,14,you,PRON,you
en,2062,15,today,NOUN,today
en,2062,16,of,ADP,of
en,2062,17,all,DET,all
en,2062,18,days,NOUN,day
en,2068,0,"""",PUNCT,""""
en,2068,1,No,INTJ,no
en,2068,2,",",PUNCT,","
en,2068,3,no,INTJ,no
en,2068,4,",",PUNCT,","
en,2068,5,"""",PUNCT,""""
en,2068,6,said,VERB,say
en,2068,7,the,DET,the
en,2068,8,manufacturer,NOUN,manufacturer
en,2068,9,",",PUNCT,","
en,2068,10,"""",PUNCT,""""
en,2068,11,how,SCONJ,how
en,2068,12,would,AUX,would
en,2068,13,the,DET,the
en,2068,14,deputy,NOUN,deputy
en,2068,15,director,NOUN,director
en,2068,16,know,VERB,know
en,2068,17,about,ADP,about
en,2068,18,it,PRON,it
en,2068,19,?,PUNCT,?
en,2068,20,"""",PUNCT,""""
en,2089,0,But,CCONJ,but
en,2089,1,all,DET,all
en,2089,2,that,PRON,that
en,2089,3,'s,AUX,be
en,2089,4,just,ADV,just
en,2089,5,by,ADP,by
en,2089,6,the,DET,the
en,2089,7,by,NOUN,by
en,2089,8,.,PUNCT,.
en,2096,0,If,SCONJ,if
en,2096,1,I,PRON,I
en,2096,2,ask,VERB,ask
en,2096,3,him,PRON,he
en,2096,4,to,ADP,to
en,2096,5,he,PRON,he
en,2096,6,'ll,AUX,will
en,2096,7,certainly,ADV,certainly
en,2096,8,do,VERB,do
en,2096,9,everything,PRON,everything
en,2096,10,he,PRON,he
en,2096,11,possibly,ADV,possibly
en,2096,12,can,AUX,can
en,2096,13,.,PUNCT,.
en,2097,0,I,PRON,I
en,2097,1,really,ADV,really
en,2097,2,do,AUX,do
en,2097,3,think,VERB,think
en,2097,4,you,PRON,you
en,2097,5,ought,AUX,ought
en,2097,6,to,PART,to
en,2097,7,go,VERB,go
en,2097,8,.,PUNCT,.
en,2117,0,Was,AUX,be
en,2117,1,he,PRON,he
en,2117,2,really,ADV,really
en,2117,3,able,ADJ,able
en,2117,4,to,PART,to
en,2117,5,rely,VERB,rely
en,2117,6,on,ADP,on
en,2117,7,his,PRON,his
en,2117,8,own,ADJ,own
en,2117,9,understanding,NOUN,understanding
en,2117,10,so,ADV,so
en,2117,11,little,ADJ,little
en,2117,12,?,PUNCT,?
en,2120,0,And,CCONJ,and
en,2120,1,just,ADV,just
en,2120,2,now,ADV,now
en,2120,3,",",PUNCT,","
en,2120,4,just,ADV,just
en,2120,5,when,SCONJ,when
en,2120,6,he,PRON,he
en,2120,7,would,AUX,would
en,2120,8,have,VERB,have
en,2120,9,to,PART,to
en,2120,10,act,VERB,act
en,2120,11,with,ADP,with
en,2120,12,all,DET,all
en,2120,13,the,DET,the
en,2120,14,strength,NOUN,strength
en,2120,15,he,PRON,he
en,2120,16,could,AUX,could
en,2120,17,muster,VERB,muster
en,2120,18,",",PUNCT,","
en,2120,19,now,ADV,now
en,2120,20,a,DET,a
en,2120,21,number,NOUN,number
en,2120,22,of,ADP,of
en,2120,23,doubts,NOUN,doubt
en,2120,24,of,ADP,of
en,2120,25,a,DET,a
en,2120,26,sort,NOUN,sort
en,2120,27,he,PRON,he
en,2120,28,had,AUX,have
en,2120,29,never,ADV,never
en,2120,30,before,ADP,before
en,2120,31,known,VERB,know
en,2120,32,had,AUX,have
en,2120,33,presented,VERB,present
en,2120,34,themselves,PRON,themselves
en,2120,35,and,CCONJ,and
en,2120,36,affected,VERB,affect
en,2120,37,his,PRON,his
en,2120,38,own,ADJ,own
en,2120,39,vigilance,NOUN,vigilance
en,2120,40,!,PUNCT,!
en,2158,0,As,ADP,as
en,2158,1,K.,PROPN,K.
en,2158,2,",",PUNCT,","
en,2158,3,somewhat,ADV,somewhat
en,2158,4,agitated,ADJ,agitated
en,2158,5,",",PUNCT,","
en,2158,6,approached,VERB,approach
en,2158,7,the,DET,the
en,2158,8,door,NOUN,door
en,2158,9,the,DET,the
en,2158,10,deputy,NOUN,deputy
en,2158,11,director,NOUN,director
en,2158,12,called,VERB,call
en,2158,13,out,ADP,out
en,2158,14,",",PUNCT,","
en,2158,15,"""",PUNCT,""""
en,2158,16,Oh,INTJ,oh
en,2158,17,",",PUNCT,","
en,2158,18,you,PRON,you
en,2158,19,'ve,AUX,have
en,2158,20,still,ADV,still
en,2158,21,not,PART,not
en,2158,22,left,VERB,leave
en,2158,23,!,PUNCT,!
en,2158,24,"""",PUNCT,""""
en,2173,0,On,ADP,on
en,2173,1,the,DET,the
en,2173,2,third,ADJ,third
en,2173,3,floor,NOUN,floor
en,2173,4,he,PRON,he
en,2173,5,had,VERB,have
en,2173,6,to,PART,to
en,2173,7,slow,VERB,slow
en,2173,8,down,ADP,down
en,2173,9,his,PRON,his
en,2173,10,pace,NOUN,pace
en,2173,11,",",PUNCT,","
en,2173,12,he,PRON,he
en,2173,13,was,AUX,be
